economy,Country name,Indicator name,UNIT_MEASURE,UNIT_TYPE,Year,Value
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1994,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1994,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1994,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1994,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1994,0.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1994,3.736860036849976
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1994,5.820020198822021
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1994,4.060120105743408
BTN,Bhutan,"School age population, secondary education, female (number)",,,1994,33359.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1994,23437.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1994,262165.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1994,103616.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1994,171549.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1994,542265.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1994,61206212.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1994,3352.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1994,4185542.0
FIN,Finland,"School age population, secondary education, female (number)",,,1994,191669.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1994,5266750.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1994,82982.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,1994,14338.0
LBY,Libya,"School age population, secondary education, female (number)",,,1994,322200.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1994,233003.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1994,324091.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1994,158798.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1994,112025.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1994,435468.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1994,89950.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1994,1387159.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1995,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1995,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1995,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1995,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1995,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1995,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1995,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1995,0.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1995,3.789279937744141
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1995,5.995480060577393
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1995,4.249249935150146
BTN,Bhutan,"School age population, secondary education, female (number)",,,1995,33809.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1995,23779.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1995,260054.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1995,112634.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1995,174103.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1995,561828.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1995,64549968.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1995,3118.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1995,4324752.0
FIN,Finland,"School age population, secondary education, female (number)",,,1995,191717.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1995,5326574.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1995,85533.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,1995,14821.0
LBY,Libya,"School age population, secondary education, female (number)",,,1995,326388.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1995,233540.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1995,333471.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1995,158967.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1995,114236.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1995,425025.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1995,92548.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1995,1517225.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1996,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1996,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1996,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1996,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1996,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1996,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1996,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1996,0.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1996,3.906800031661987
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1996,5.862390041351318
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,1996,4.575920104980469
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1996,4.277309894561768
BTN,Bhutan,"School age population, secondary education, female (number)",,,1996,34768.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1996,24538.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1996,269672.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1996,116967.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1996,178905.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1996,577084.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1996,64592056.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1996,2914.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1996,4454858.0
FIN,Finland,"School age population, secondary education, female (number)",,,1996,191917.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1996,5368622.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1996,88226.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,1996,15148.0
LBY,Libya,"School age population, secondary education, female (number)",,,1996,329354.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1996,231370.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1996,344739.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1996,161313.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1996,117164.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1996,411143.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1996,96604.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1996,1688106.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1997,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1997,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1997,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1997,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1997,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1997,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1997,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1997,0.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,1997,1282972.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1997,3.960649967193604
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1997,5.853350162506104
BTN,Bhutan,"School age population, secondary education, female (number)",,,1997,35664.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1997,25316.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1997,278130.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1997,121036.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1997,185037.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1997,594206.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1997,64844768.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1997,2794.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1997,4581059.0
FIN,Finland,"School age population, secondary education, female (number)",,,1997,192905.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1997,5387573.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1997,90877.0
